"Z" "Y1" "Y0" "x1" "x2" "x5" "ID" "D"
"1" 1 6.40873433467754 6.52452057227327 0.426299869544565 0 0 0 4.93618084682382
"2" 1 8.20225105144157 7.72789718100953 -0.387348612484216 0 0 0 7.03104932939496
"3" 1 10.4958375680501 9.51328384679114 1.05417737536332 0 0 0 6.31277458288611
"4" 1 4.47066779741019 0.245451880091477 -0.387331325702888 0 0 1 NA
"5" 1 8.37362440334209 0.542258294258902 -0.207601913212274 1 0 1 NA
"6" 1 5.43626956893222 5.45728372217985 0.829516518679968 1 0 1 NA
"7" 1 4.79401514148339 2.29155051795227 -0.655916996337532 0 1 1 NA
"8" 1 15.6724301959526 2.483124930573 0.216799527434438 0 0 1 NA
"9" 1 14.5767187393995 8.60275827996969 -2.67422015316656 0 0 1 NA
"10" 1 11.8778540906886 4.91730728915433 -1.27303290332397 0 0 1 NA
"11" 1 1.21386857979045 2.92941774327342 1.76922738766694 0 0 0 1.16896244754415
"12" 1 5.5329908971039 4.6873228591393 -0.50871301282512 0 0 1 NA
"13" 1 5.29534357871873 2.35508768767789 0.286350597584014 0 0 1 NA
"14" 1 2.37132376585947 7.04997254271592 1.46956441474211 1 0 0 0.486679359627109
"15" 1 14.6626231820436 1.4819502676223 0.0947699213704597 0 0 1 NA
"16" 1 44.202275033391 8.86856820481228 -1.96799373242995 0 0 1 NA
"17" 1 3.43319215403974 3.12755077845496 -1.54282276730416 0 0 0 2.31964978838428
"18" 1 2.58085251082711 0.252234883462728 -0.244299088960349 1 0 1 NA
"19" 1 5.49456325652596 10.0684392751155 -0.28524816943674 0 0 0 2.31314043917428
"20" 1 21.4571293302174 4.11168795924149 -1.43284652413234 0 0 1 NA
"21" 1 7.76319499894577 1.15501495749468 0.846714769007019 0 1 1 NA
"22" 1 2.82455994314551 1.27591857656056 -0.723928950701624 1 0 1 NA
"23" 1 4.16279901350457 2.53707896929459 1.19116508862439 1 0 1 NA
"24" 1 9.95264756074666 2.99861865640061 -1.02368567849069 1 0 1 NA
"25" 1 7.90786757955659 15.8794949074531 -0.300101658102409 1 0 0 2.69938057417372
"26" 1 4.54104531758569 3.49781368590948 -0.716247869723914 1 0 1 NA
"27" 1 16.2301764388947 1.33109930620476 -0.308431516157149 1 0 1 NA
"28" 1 4.09426992581149 3.04932999402337 0.641900421694472 0 0 1 NA
"29" 1 9.73067746144184 3.63104442298546 -0.679798000355439 0 0 1 NA
"30" 1 8.05768288535552 7.14983618447544 -1.74727118589768 0 0 0 7.05590299324668
"31" 1 15.527026275829 4.80454280706219 0.542367786591063 1 0 1 NA
"32" 1 16.6526011861501 5.68916985925925 -1.65389713849152 0 0 1 NA
"33" 1 7.04506108095121 4.527653414354 -1.12731558009629 0 1 1 NA
"34" 1 3.54052460356721 8.78842584588542 -1.22810585158417 0 0 0 2.81710106712466
"35" 1 14.4655054438601 7.05466239749172 -0.936899391311191 0 0 1 NA
"36" 1 8.03073601048241 3.75648173767284 0.480080228352891 0 1 1 NA
"37" 1 3.3636325832626 3.30036211473214 0.457396671066981 0 0 0 2.85000108462198
"38" 1 2.24751541746799 2.13969823156379 -1.15149238577731 0 0 1 NA
"39" 1 10.2315610599514 5.50308649339627 0.382485539324299 1 0 1 NA
"40" 1 19.1684330130457 5.75912871275326 0.35387842017814 0 0 1 NA
"41" 1 20.1533407320276 1.96828079368216 0.0969192268004513 1 0 1 NA
"42" 1 11.3147529399284 4.61453806617182 -0.0332280918551989 0 0 1 NA
"43" 1 8.1761272916862 2.33357889784379 -0.933499651373214 1 0 1 NA
"44" 1 2.38744908565401 4.85831863796088 0.793667081995275 0 0 1 NA
"45" 1 9.49423955719302 7.53412345172961 0.408537882698298 0 1 0 7.14406907297055
"46" 1 3.52467593912899 4.14673760606976 0.979127521304306 1 0 1 NA
"47" 1 5.04512483843365 4.07889915681399 -0.321864890047422 1 0 1 NA
"48" 1 3.02590393487232 7.9742167455661 1.04815990393205 0 0 0 0.681715568283564
"49" 1 10.3672398282244 3.26500421404124 -0.306524787801978 0 0 0 0.629299889972157
"50" 1 8.80057141479026 2.72076768440563 0.153816398558462 0 1 1 NA
"51" 1 2.00984834386576 0.280610100396349 -0.453661783044273 0 0 1 NA
"52" 1 2.33459757769427 1.52970673665014 0.0976601384232719 1 1 1 NA
"53" 1 3.32863168910025 3.558387104193 0.604975017138948 0 0 0 3.17459813205848
"54" 1 4.68063003791418 8.73565869317604 0.392196313936849 0 0 0 1.62612804672891
"55" 1 5.90413292553733 9.00975962749526 -0.235699283267363 0 0 1 NA
"56" 1 1.92128328008217 5.40062943012047 1.20186213745465 1 0 1 NA
"57" 1 5.06854358424464 5.78779365015639 0.23526689551005 0 0 1 NA
"58" 1 18.2414546413639 0.322302237392686 0.317256152443579 0 0 1 NA
"59" 1 2.59560613371675 1.44362316202455 1.22832502144206 0 1 0 1.25438590359403
"60" 1 2.11984676412061 6.15346516935043 -0.256771120576007 1 0 1 NA
"61" 1 6.42411427128214 2.19332839134596 -0.816601262100119 1 0 1 NA
