"Z" "Y1" "Y0" "x1" "x2" "x3" "ID" "D"
"1" 1 15.467556401706 13.8582815143944 -0.421410019432209 0 0 1 NA
"2" 1 13.904178498539 8.60713210496032 -2.04605766134981 0 0 0 4.92018665173558
"3" 1 8.10506473511099 2.34768396354944 1.32211631062854 1 0 0 0.32308334847084
"4" 1 3.19577850309599 5.37897440656467 -1.52004507854789 1 0 1 NA
"5" 1 3.76368263679325 4.51345533429782 -1.3957108466946 1 0 1 NA
"6" 1 1.70487713849254 6.18407937362699 1.77546200446293 1 1 1 NA
"7" 1 17.2262843916409 17.5559251243946 -0.862843330150107 0 0 1 NA
"8" 1 14.7332963945105 0.841946721052332 0.951623080607736 1 0 0 3.52512987614765
"9" 1 17.7752189094658 2.93879318347532 -2.4924247810489 1 1 1 NA
"10" 1 9.46254652466479 7.72788205572972 0.244551712602192 0 1 0 1.9786723858227
"11" 1 8.12301190040323 1.48993380695991 1.66309396151752 0 0 0 0.225217198205618
"12" 1 10.8803602898822 5.38239502684171 -1.99715608872575 1 1 1 NA
"13" 1 12.489702991699 15.0695807628753 0.165497054967991 0 0 0 1.29623733343492
"14" 1 12.8762967912501 23.649138179329 -0.580650121574667 0 0 1 NA
"15" 1 6.05671826202513 2.13579274192238 -0.204925462403696 1 1 0 1.70298761859283
"16" 1 13.0912463097976 4.3959779191335 0.464078722744671 0 1 1 NA
"17" 1 13.4104393483733 0.358088431672319 -0.0588767321217669 0 1 1 NA
"18" 1 0.723487813091865 3.16834871095368 0.249851531594588 1 0 1 NA
"19" 1 24.3687187894383 10.5211164302486 -0.803091738267276 0 0 0 1.75300110116509
"20" 1 19.8890194571967 23.4278964769057 -0.107876316790623 1 0 1 NA
"21" 1 1.55635570716251 5.64088748458161 -0.109385202196905 1 1 1 NA
"22" 1 6.04752870054223 9.644637809284 0.724058313015716 0 1 0 2.61820892267199
"23" 1 2.6986184375361 6.98705139202147 0.24513857331845 0 1 1 NA
"24" 1 8.29689546065324 8.75648366756625 -0.277764559868528 1 0 0 2.07397381096911
"25" 1 6.69084081540029 6.08797591659902 1.78403183708676 1 0 1 NA
"26" 1 2.27142377222357 4.19940208643392 0.532912470956542 1 0 1 NA
"27" 1 8.52350665533189 3.45729418176003 0.721340222683368 1 0 0 2.1425011406343
"28" 1 5.38637108262312 0.0500395178052551 -0.591521571607802 1 0 1 NA
"29" 1 1.30385077577254 11.7576369728681 -1.92063942679203 0 1 1 NA
"30" 1 13.8143294336315 0.0709061102297664 0.674027509658343 1 1 1 NA
"31" 1 7.26313647246756 8.69728953404734 -0.329805822357842 0 1 0 1.25761019513415
"32" 1 3.74543559193296 9.94219112214064 0.997206561752998 0 0 0 3.09740348851724
"33" 1 22.7272846950254 6.26107765737588 -0.44575957082881 0 0 0 0.520780440787989
"34" 1 2.47642997431528 0.721990869068199 0.130733844242971 0 0 1 NA
"35" 1 6.14486603320815 12.1574168792874 0.533044614938522 0 0 1 NA
"36" 1 1.34633717623552 1.90297660557382 -0.303576014095481 1 1 1 NA
"37" 1 10.2140784538842 5.92294841198099 0.140462386286299 0 0 0 3.00863137973275
"38" 1 6.50607218006447 18.9455487881971 -0.508567835909365 0 0 1 NA
"39" 1 4.6341741053067 1.68495430847246 0.0157488327636158 1 0 0 1.76091909562333
"40" 1 4.58000556232052 5.37116709261147 0.322928100137956 1 0 1 NA
"41" 1 4.41826993701434 7.52300348059702 1.22742178780128 1 0 0 0.738922928621499
"42" 1 10.8870498113279 5.92797086320274 0.364122480043122 0 0 1 NA
"43" 1 5.33278843145061 8.08443517880444 -0.138642903101796 1 0 0 2.63046798336845
"44" 1 4.75629623162149 4.589615389575 -0.591370841619237 1 1 1 NA
"45" 1 1.77227656106554 8.62755651786373 -0.51504827959341 1 0 1 NA
"46" 1 22.1322466920303 2.15034979049954 1.00133960834892 0 0 0 2.96949108927455
"47" 1 21.2652291065804 1.50132418351039 1.2684768931544 0 0 0 1.58423728122077
"48" 1 2.08332557646575 3.55141971879103 0.484222852640132 1 0 1 NA
"49" 1 9.72881929932465 1.76780141969966 -0.710982968734983 0 0 0 2.79834077726551
"50" 1 28.4188515541472 10.4865161177084 2.33907792655115 0 0 0 1.18328095029603
"51" 1 8.80414053652838 6.98692060432549 -0.406909095038726 1 0 0 4.16760263464753
"52" 1 22.0764611430116 12.3726691070834 -0.595818520194868 0 0 1 NA
"53" 1 8.77076265416238 7.48044481413306 -0.944641072572787 0 0 0 2.79455669971599
"54" 1 3.01669768326158 1.00095899436594 -1.28711030081167 1 0 1 NA
"55" 1 25.9136048528598 1.0061114920335 -1.72266521681729 1 0 1 NA
"56" 1 7.60308870186499 9.25963572274576 0.524341757116457 0 1 1 NA
"57" 1 1.26514802896402 1.41573357212274 0.207167569614414 1 1 0 1.05716486330277
"58" 1 17.5741036597141 35.6123018783377 -0.420097635248647 0 0 1 NA
"59" 1 2.00139895625126 10.2630349806294 -0.845442162050326 0 0 1 NA
"60" 1 6.74669985766617 1.05807378783699 0.124017703697391 0 0 1 NA
"61" 1 23.5621443814508 14.9877328131329 0.527897924642318 0 0 1 NA
"62" 1 4.37374454215675 5.50776033630515 -0.454018370132658 1 1 1 NA
"63" 1 1.70362061697448 0.406065419881544 0.161761752718714 1 0 1 NA
"64" 1 8.59376194502569 3.90427568969397 -0.0135021779077666 1 0 1 NA
"65" 1 17.348581830666 5.60009490912461 0.672168967337598 0 1 0 0.890069740759584
"66" 1 10.0894517798966 15.7057594154544 0.00378685197684198 0 0 0 1.92633077518587
"67" 1 14.3217035109341 0.380082117695006 0.428575350314714 0 1 1 NA
"68" 1 4.59851833114692 0.593762258792253 1.98257937619741 0 1 0 1.55095344826321
"69" 1 2.62686444574948 13.0387430257671 -0.931311262364236 1 0 1 NA
"70" 1 1.81232453556563 0.954763182150529 -0.141705987418841 1 0 1 NA
"71" 1 0.0874261074380283 20.1836997487256 -0.488821442287891 1 0 1 NA
"72" 1 1.87641896302878 17.2995769740961 -0.854568323437681 0 0 1 NA
"73" 1 3.42123064035264 2.01756422449693 1.61161890006808 0 1 0 2.31725860362384
"74" 1 22.7629464032791 6.43333144660498 -0.0763295239417843 0 0 0 5.14963042722695
"75" 1 2.75878620332264 5.84821487036809 0.960010876119243 1 0 0 0.814160616773726
"76" 1 1.93122841107433 1.70141413471261 -0.302188238873424 1 1 1 NA
"77" 1 4.30563005176868 1.2531667142164 0.41848247998356 1 0 0 0.616152468656298
